,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,present_prize
3339,Hyundai,2017,655000,84000,Diesel,Dealer,Manual,First Owner,1139990
3340,Maruti,2017,700000,50000,Diesel,Individual,Manual,Second Owner,1030448
3341,Chevrolet,2011,200000,110000,LPG,Individual,Manual,First Owner,240000
3342,Renault,2012,375000,150000,Diesel,Individual,Manual,First Owner,640253
3343,Hyundai,2012,470000,109052,Diesel,Dealer,Manual,First Owner,774968
3344,Maruti,2015,550000,90658,Diesel,Dealer,Manual,First Owner,957760
3345,Honda,2014,500000,110000,Diesel,Individual,Manual,Second Owner,689497
3346,Datsun,2015,210000,25000,Petrol,Individual,Manual,First Owner,244297
3347,Maruti,2018,270000,20000,Petrol,Individual,Manual,First Owner,454972
3348,Skoda,2010,300000,80000,Petrol,Individual,Manual,First Owner,467703
3349,Maruti,2007,80000,60000,Petrol,Individual,Manual,Third Owner,101228
3350,Mercedes-Benz,2013,1451000,81000,Diesel,Dealer,Automatic,First Owner,2493025
3351,Tata,2018,1085000,15000,Diesel,Individual,Manual,First Owner,1619407
3352,Hyundai,2009,245000,75000,Diesel,Dealer,Automatic,First Owner,294000
3353,Honda,2017,700000,25552,Petrol,Dealer,Manual,Second Owner,1121513
3354,Hyundai,2018,300000,20000,Petrol,Individual,Manual,First Owner,383513
3355,Hyundai,2017,350000,80000,Diesel,Individual,Manual,First Owner,603644
3356,Hyundai,2017,635000,25000,Petrol,Dealer,Automatic,First Owner,985910
3357,Honda,2012,325000,40700,Petrol,Individual,Manual,First Owner,329052
3358,Mahindra,2017,1150000,65500,Diesel,Dealer,Automatic,First Owner,1917469
3359,Tata,2008,110000,42000,Petrol,Dealer,Manual,First Owner,132000
3360,Honda,2018,890000,8000,Petrol,Dealer,Manual,First Owner,1429350
3361,Maruti,2007,73000,80000,Petrol,Individual,Manual,Second Owner,87600
3362,Chevrolet,2014,170000,77000,Petrol,Individual,Manual,First Owner,204000
3363,Maruti,2016,750000,6000,Petrol,Dealer,Manual,First Owner,1189603
3364,Hyundai,2017,280000,28838,Petrol,Individual,Manual,First Owner,336000
3365,Maruti,2018,690000,11174,Petrol,Dealer,Manual,First Owner,1163281
3366,Tata,2008,130000,120000,Petrol,Individual,Manual,First Owner,141084
3367,Maruti,2007,73000,80000,Petrol,Individual,Manual,Second Owner,87600
3368,Hyundai,2007,85000,85000,Petrol,Individual,Manual,Second Owner,102000
3369,Hyundai,2018,1575000,10000,Petrol,Individual,Automatic,First Owner,2747285
3370,Nissan,2013,325000,105000,Diesel,Individual,Manual,First Owner,567170
3371,Honda,1998,85000,120000,Petrol,Individual,Manual,Second Owner,102000
3372,Hyundai,2018,860000,30000,Diesel,Dealer,Manual,Second Owner,1379272
3373,Maruti,2017,690000,41000,Diesel,Individual,Manual,First Owner,1092104
3374,Hyundai,2013,650000,54000,Diesel,Dealer,Manual,First Owner,919092
3375,Chevrolet,2014,375000,40000,Diesel,Individual,Manual,First Owner,527148
3376,Hyundai,2013,525000,71000,Diesel,Dealer,Manual,First Owner,867564
3377,Maruti,2016,330000,72500,Petrol,Dealer,Manual,First Owner,487474
3378,Maruti,2013,280000,76600,Petrol,Dealer,Manual,First Owner,319706
3379,Maruti,2014,470000,40000,Petrol,Individual,Manual,First Owner,576438
3380,Volkswagen,2011,350000,110000,Diesel,Individual,Manual,First Owner,446230
3381,Honda,2012,480000,63000,Petrol,Dealer,Manual,First Owner,603439
3382,Hyundai,2016,620000,60000,Diesel,Individual,Manual,First Owner,789376
3383,Datsun,2014,250000,58000,Petrol,Individual,Manual,First Owner,436683
3384,Chevrolet,2010,78692,80000,Petrol,Individual,Manual,Second Owner,94430
3385,Hyundai,2012,350000,80000,Diesel,Individual,Manual,First Owner,455989
3386,Maruti,2013,250000,70000,Petrol,Individual,Manual,Second Owner,338921
3387,Hyundai,2011,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner,312000
3388,Honda,2016,640000,36000,Diesel,Individual,Manual,Second Owner,1113176
3389,Tata,2008,220000,90000,Diesel,Individual,Manual,Second Owner,264000
3390,Volkswagen,2015,465000,130000,Diesel,Individual,Manual,First Owner,660317
3391,Maruti,2010,229999,120000,Diesel,Individual,Manual,Second Owner,287993
3392,Maruti,2018,425000,15000,Petrol,Individual,Manual,First Owner,708805
3393,Tata,2008,95000,120000,Petrol,Individual,Manual,Third Owner,118823
3394,Hyundai,2012,170000,170000,LPG,Individual,Manual,Third Owner,254950
3395,Datsun,2016,229999,37500,Petrol,Individual,Manual,Second Owner,332994
3396,Maruti,1999,45000,50000,Petrol,Individual,Manual,Third Owner,54000
3397,Maruti,2007,479000,145000,Petrol,Individual,Manual,Third Owner,639188
3398,Mahindra,2016,370000,60000,Petrol,Individual,Manual,First Owner,601105
3399,Hyundai,2016,340000,30000,Petrol,Individual,Manual,First Owner,408000
3400,Maruti,2016,620000,35000,Petrol,Individual,Manual,First Owner,799739
3401,Tata,2012,270000,60000,Diesel,Individual,Manual,First Owner,343066
3402,Tata,2018,400000,35000,Diesel,Individual,Manual,First Owner,538074
3403,Maruti,2015,260000,40000,Petrol,Individual,Manual,First Owner,312000
3404,Hyundai,2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner,57600
3405,Tata,2015,100000,23800,Petrol,Individual,Manual,Second Owner,120000
3406,Nissan,2015,490000,70000,Diesel,Individual,Manual,First Owner,683659
3407,Maruti,2010,120000,90000,LPG,Individual,Manual,Second Owner,144000
3408,Hyundai,2008,125000,102000,Petrol,Individual,Manual,Second Owner,150000
3409,Hyundai,2013,160000,80000,Petrol,Individual,Manual,First Owner,222237
3410,Maruti,2019,190000,5000,Petrol,Individual,Manual,First Owner,228000
3411,Tata,2019,1700000,10000,Diesel,Individual,Manual,First Owner,2929168
3412,Hyundai,2011,250000,50000,Petrol,Individual,Manual,First Owner,276898
3413,Maruti,2019,500000,15000,Petrol,Individual,Manual,First Owner,866124
3414,Toyota,2008,400000,35000,Petrol,Individual,Manual,Second Owner,569399
3415,Fiat,2011,500000,20000,Petrol,Individual,Manual,First Owner,718118
3416,Toyota,2014,1800000,99000,Diesel,Individual,Automatic,First Owner,3072409
3417,Honda,2008,320000,90000,Petrol,Individual,Manual,First Owner,503053
3418,Honda,2007,250000,47000,Petrol,Dealer,Automatic,First Owner,300000
3419,Ford,2010,105000,90000,Diesel,Individual,Manual,Third Owner,121719
3420,Hyundai,2018,550000,20000,Petrol,Individual,Manual,First Owner,950124
3421,Hyundai,2019,600000,1100,Petrol,Individual,Automatic,First Owner,833814
3422,Maruti,2020,210000,40000,Petrol,Individual,Manual,First Owner,359812
3423,Maruti,2012,210000,15000,Petrol,Individual,Manual,First Owner,252000
3424,Maruti,2009,150000,40000,Petrol,Individual,Manual,First Owner,180000
3425,Hyundai,2008,125000,60000,Petrol,Individual,Manual,First Owner,150000
3426,Maruti,2016,380000,20000,Petrol,Individual,Manual,First Owner,539169
3427,Maruti,2019,600000,5000,Petrol,Individual,Manual,First Owner,807882
3428,Maruti,2016,490000,27000,Petrol,Individual,Manual,First Owner,823867
3429,Maruti,2018,545000,38000,Diesel,Individual,Manual,Second Owner,914784
3430,Maruti,2015,250000,25000,Petrol,Individual,Manual,First Owner,300000
3431,Hyundai,2020,1050000,1100,Petrol,Individual,Manual,First Owner,1726582
3432,Maruti,2007,100000,100000,Petrol,Individual,Manual,First Owner,122232
3433,Ford,2014,250000,100000,Diesel,Individual,Manual,Second Owner,332664
3434,Maruti,2007,100000,110000,Petrol,Individual,Manual,First Owner,120000
3435,Ford,2016,350000,60000,Diesel,Individual,Manual,Second Owner,606400
3436,Renault,2012,370000,70000,Diesel,Individual,Manual,Second Owner,525825
3437,Maruti,2004,121000,110000,Petrol,Individual,Manual,Second Owner,145200
3438,Ford,2017,570000,44077,Petrol,Dealer,Automatic,First Owner,733051
3439,Maruti,2017,785000,24000,Diesel,Individual,Manual,First Owner,1327376
3440,Maruti,2018,850000,30000,Diesel,Individual,Manual,First Owner,1324139
3441,Maruti,2016,375000,30000,Petrol,Individual,Manual,Second Owner,427530
3442,Maruti,2017,619000,40000,Petrol,Individual,Manual,First Owner,1007596
3443,Chevrolet,2011,335000,90000,Diesel,Individual,Manual,Second Owner,377743
3444,Toyota,2006,500000,50000,Diesel,Individual,Manual,First Owner,633028
3445,Maruti,2003,60000,100000,Petrol,Individual,Manual,Second Owner,72000
3446,Maruti,2010,130000,50000,Petrol,Individual,Manual,Second Owner,146799
3447,Mahindra,2015,210000,210000,Diesel,Individual,Manual,First Owner,242308
3448,Toyota,2019,1900000,20000,Diesel,Individual,Manual,First Owner,3060160
3449,Tata,2013,270000,70000,Diesel,Individual,Manual,Second Owner,424060
3450,Maruti,2010,225000,100000,Petrol,Individual,Manual,Second Owner,299025
3451,Maruti,2011,150000,160000,Petrol,Individual,Manual,Second Owner,180000
3452,Chevrolet,2013,173000,70000,Diesel,Individual,Manual,First Owner,207600
3453,BMW,2018,4800000,9422,Diesel,Individual,Automatic,First Owner,8147425
3454,Volkswagen,2017,710000,110000,Diesel,Individual,Automatic,First Owner,1067681
3455,Toyota,2019,1500000,20000,Petrol,Individual,Manual,First Owner,2603439
3456,Maruti,2017,550000,20000,Petrol,Individual,Manual,First Owner,745001
3457,Maruti,2008,58000,70000,Petrol,Individual,Manual,Second Owner,69600
3458,Audi,2012,1200000,60000,Petrol,Individual,Automatic,Third Owner,1950329
3459,Mahindra,2013,500000,150000,Diesel,Individual,Manual,First Owner,813127
3460,Maruti,2009,120000,83000,Petrol,Individual,Manual,Second Owner,171453
3461,Toyota,2012,300000,250000,Diesel,Individual,Manual,First Owner,401974
3462,Hyundai,2018,300000,30000,Petrol,Individual,Manual,First Owner,395083
3463,Datsun,2015,295000,21000,Petrol,Individual,Manual,First Owner,357157
3464,Maruti,2018,587000,80000,CNG,Individual,Manual,First Owner,986168
3465,Ambassador,2012,430000,50000,Petrol,Individual,Manual,Second Owner,654620
3466,Hyundai,2007,123000,50000,Petrol,Individual,Manual,Second Owner,147600
3467,Skoda,2012,450000,48500,Diesel,Individual,Automatic,Second Owner,516263
3468,Maruti,2007,130000,60000,Petrol,Individual,Manual,Third Owner,156000
3469,Tata,2010,110000,90000,Diesel,Individual,Manual,Second Owner,160817
3470,Mahindra,2010,200000,240000,Diesel,Individual,Manual,Third Owner,240000
3471,Hyundai,2015,320000,70000,Petrol,Individual,Manual,Second Owner,455014
3472,Maruti,2014,300000,50000,Petrol,Individual,Manual,First Owner,463966
3473,Volkswagen,2016,350000,110000,Petrol,Individual,Manual,First Owner,465603
3474,Maruti,2018,800000,50000,Petrol,Individual,Manual,First Owner,1264382
3475,Hyundai,2016,270000,175000,Diesel,Individual,Manual,First Owner,324000
3476,Hyundai,2017,540000,60000,Petrol,Individual,Manual,First Owner,877056
3477,Maruti,2011,160000,60000,CNG,Individual,Manual,Second Owner,192000
3478,Maruti,2013,340000,100000,Diesel,Individual,Manual,Second Owner,499137
3479,Maruti,2017,350000,40000,Petrol,Individual,Manual,Second Owner,609688
3480,Volkswagen,2011,300000,100000,Diesel,Individual,Manual,First Owner,501117
3481,Maruti,2013,330000,63000,Diesel,Individual,Manual,First Owner,446132
3482,Maruti,2016,325000,80000,CNG,Individual,Manual,Second Owner,390000
3483,Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner,300000
3484,Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner,311244
3485,Chevrolet,2015,240000,60000,Petrol,Individual,Manual,First Owner,345536
3486,Hyundai,2020,545000,5000,Petrol,Individual,Manual,First Owner,706419
3487,Hyundai,2015,300000,48000,Petrol,Dealer,Manual,First Owner,362647
3488,Chevrolet,2010,130000,80000,Petrol,Individual,Manual,Second Owner,156000
3489,Renault,2017,240000,50000,Petrol,Individual,Manual,First Owner,369973
3490,Renault,2018,360000,15000,Petrol,Individual,Manual,First Owner,399192
3491,Hyundai,2012,250000,70000,Diesel,Individual,Manual,First Owner,300000
3492,Skoda,2019,475000,105000,Diesel,Dealer,Automatic,First Owner,784591
3493,Hyundai,2016,600000,50000,Diesel,Individual,Manual,Second Owner,783767
3494,Tata,2010,150000,80000,Diesel,Individual,Manual,Second Owner,180000
3495,Ford,2017,700000,50000,Diesel,Individual,Manual,First Owner,1044231
3496,Mahindra,2016,1290000,5000,Diesel,Individual,Manual,First Owner,1976201
3497,Hyundai,2004,80000,58000,Petrol,Individual,Manual,First Owner,96000
3498,Hyundai,2015,425000,12000,Petrol,Individual,Manual,First Owner,728061
3499,Maruti,2018,500000,10000,Petrol,Individual,Automatic,First Owner,782721
3500,Hyundai,2012,193000,45000,Petrol,Individual,Manual,Second Owner,231600
3501,Honda,2015,800000,10000,Petrol,Individual,Manual,First Owner,1353382
3502,Maruti,2008,150000,50000,Petrol,Individual,Manual,First Owner,172886
3503,Maruti,2002,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner,96000
3504,Ford,2010,130000,100000,Diesel,Individual,Manual,Third Owner,212938
3505,Ford,2012,280000,80000,Diesel,Individual,Manual,Second Owner,355404
3506,Mahindra,2011,229999,110000,Diesel,Individual,Manual,Second Owner,262479
3507,Maruti,2008,80000,120000,Petrol,Individual,Manual,First Owner,96000
3508,Tata,2010,70000,10000,Petrol,Individual,Manual,First Owner,84000
3509,Maruti,2013,240000,60000,Diesel,Individual,Manual,Second Owner,288000
3510,Mahindra,2010,380000,72000,Diesel,Individual,Manual,Second Owner,476187
3511,Maruti,2013,240000,60000,Diesel,Individual,Manual,Second Owner,288000
3512,Hyundai,2006,80000,110000,Petrol,Individual,Manual,First Owner,96000
3513,Hyundai,2013,265000,50000,Petrol,Individual,Manual,First Owner,318000
3514,Hyundai,2018,320000,25000,Petrol,Individual,Manual,First Owner,481449
3515,Nissan,2014,500000,120000,Diesel,Individual,Manual,Third Owner,639135
3516,Hyundai,2016,1300000,55000,Diesel,Individual,Manual,First Owner,1977669
3517,Mahindra,2018,1500000,35000,Diesel,Individual,Manual,First Owner,2424633
3518,Toyota,2016,1800000,110000,Diesel,Individual,Automatic,First Owner,3072041
3519,Mahindra,2014,600000,80000,Diesel,Individual,Manual,Second Owner,975948
3520,Tata,2018,420000,80000,Petrol,Individual,Manual,First Owner,437314
3521,Maruti,2009,140000,120000,Petrol,Individual,Manual,First Owner,168000
3522,Skoda,2010,300000,100000,Diesel,Individual,Manual,Second Owner,360000
3523,Hyundai,2006,100000,60000,Petrol,Dealer,Manual,Second Owner,101335
3524,Maruti,2017,350000,25000,Petrol,Dealer,Manual,First Owner,595618
3525,Ford,2018,850000,19000,Petrol,Dealer,Manual,First Owner,1450187
3526,Maruti,2008,140000,54000,Petrol,Dealer,Manual,First Owner,168000
3527,Ford,2015,550000,17100,Petrol,Dealer,Manual,Second Owner,893948
3528,Hyundai,2017,525000,19000,Petrol,Dealer,Automatic,First Owner,838803
3529,Ford,2015,470000,146000,Diesel,Dealer,Manual,First Owner,773199
3530,Ford,2013,900000,98000,Diesel,Dealer,Automatic,First Owner,1280683
3531,Ford,2011,500000,224642,Diesel,Dealer,Manual,Second Owner,859800
3532,Maruti,1998,80000,120000,Petrol,Individual,Manual,Second Owner,96000
3533,Mahindra,2011,175000,175000,Diesel,Individual,Manual,First Owner,243696
3534,Mahindra,2017,1350000,15000,Diesel,Individual,Automatic,Second Owner,2153539
3535,Renault,2017,800000,50000,Diesel,Individual,Manual,First Owner,1169910
3536,Datsun,2017,250000,15000,Petrol,Individual,Manual,First Owner,253624
3537,Maruti,2018,700000,25000,Petrol,Individual,Automatic,First Owner,989133
3538,Tata,2019,800000,25000,Diesel,Individual,Manual,First Owner,1166743
3539,Mahindra,2013,660000,69000,Diesel,Individual,Manual,First Owner,910774
3540,Maruti,2015,465000,60000,Diesel,Individual,Manual,Third Owner,666778
3541,Mahindra,2006,180000,222435,Diesel,Individual,Manual,Second Owner,216000
3542,Maruti,2017,600000,66000,Diesel,Individual,Manual,Third Owner,909456
3543,Ford,2010,150000,110000,Petrol,Individual,Manual,First Owner,200624
3544,Hyundai,2014,450000,78000,Diesel,Individual,Manual,Second Owner,615050
3545,Hyundai,2019,721000,10000,Petrol,Individual,Manual,First Owner,1187252
3546,Maruti,2018,300000,35000,Petrol,Individual,Manual,First Owner,360000
3547,Mahindra,2019,1000000,10000,Diesel,Individual,Manual,First Owner,1589004
3548,Renault,2016,300000,40000,Petrol,Individual,Manual,First Owner,449895
3549,Mahindra,2013,450000,120000,Diesel,Individual,Manual,First Owner,680670
3550,Maruti,1997,79000,70000,Petrol,Individual,Automatic,First Owner,94800
3551,Ford,2017,545000,40000,Diesel,Individual,Manual,First Owner,835803
3552,Honda,2018,844999,20000,Diesel,Individual,Manual,First Owner,1179322
3553,Skoda,2016,700000,93000,Diesel,Individual,Manual,First Owner,1155835
3554,Toyota,2016,650000,159000,Diesel,Individual,Manual,First Owner,918857
3555,Ford,2014,525000,75000,Diesel,Individual,Manual,Second Owner,918333
3556,Ford,2006,110000,101100,Diesel,Individual,Manual,Third Owner,132000
3557,Tata,2011,180000,66000,Diesel,Individual,Manual,First Owner,203361
3558,Hyundai,2012,280000,30000,Petrol,Individual,Manual,Second Owner,336000
3559,Renault,2019,400000,10000,Petrol,Individual,Manual,First Owner,637742
3560,Mahindra,2012,625000,126000,Diesel,Individual,Manual,Second Owner,1063183
3561,Volkswagen,2015,535000,70000,Diesel,Individual,Manual,First Owner,851698
3562,Maruti,2017,459999,50000,Diesel,Individual,Manual,First Owner,660365
3563,Mahindra,2010,300000,100000,Diesel,Individual,Manual,First Owner,485758
3564,Honda,2007,280000,60000,Petrol,Individual,Automatic,First Owner,336000
3565,Honda,2014,500000,70000,Petrol,Individual,Manual,First Owner,685255
3566,Hyundai,2019,1200000,1200,Petrol,Individual,Manual,First Owner,1827396
3567,Renault,2016,300000,40000,Petrol,Individual,Manual,First Owner,360000
3568,Tata,2011,180000,80000,Diesel,Individual,Manual,Third Owner,225801
3569,Hyundai,2011,180000,134444,Petrol,Individual,Automatic,Second Owner,300019
3570,Maruti,2009,78000,120000,Petrol,Individual,Manual,Second Owner,93600
3571,Nissan,2011,160000,120000,Diesel,Individual,Manual,First Owner,176334
3572,Mahindra,2014,600000,238000,Diesel,Individual,Manual,First Owner,899512
3573,Maruti,2008,110000,100000,Petrol,Individual,Manual,Second Owner,132000
3574,Mahindra,2011,450000,110000,Diesel,Individual,Manual,Second Owner,504684
3575,Mahindra,2019,1350000,35000,Diesel,Individual,Manual,First Owner,2260303
3576,Honda,2003,120000,165000,Petrol,Individual,Manual,Second Owner,189211
3577,Honda,2018,1040000,42000,Diesel,Individual,Manual,First Owner,1699927
3578,Hyundai,2014,390000,70000,Diesel,Individual,Manual,Second Owner,436892
3579,Tata,2011,65000,60000,Petrol,Individual,Manual,Second Owner,78000
3580,Volkswagen,2013,320000,115000,Diesel,Individual,Manual,Third Owner,391806
3581,Volkswagen,2017,720000,70000,Diesel,Individual,Manual,First Owner,1037738
3582,Maruti,2007,220000,80000,Petrol,Individual,Manual,Second Owner,309271
3583,Maruti,2011,225000,65000,Petrol,Dealer,Manual,First Owner,259593
3584,Tata,2010,200000,150000,Diesel,Individual,Manual,Second Owner,240000
3585,Toyota,2015,434999,75000,Diesel,Dealer,Manual,Second Owner,634067
3586,Ford,2012,300000,63700,Diesel,Individual,Manual,First Owner,523058
3587,Honda,2018,700000,74800,Diesel,Individual,Manual,First Owner,1040569
3588,Ford,2009,500000,105000,Diesel,Individual,Manual,Second Owner,803364
3589,Renault,2016,500000,40000,Diesel,Individual,Manual,First Owner,753039
3590,Maruti,2016,400000,90000,Diesel,Individual,Manual,Second Owner,573780
3591,Toyota,2015,825000,75000,Diesel,Dealer,Manual,Second Owner,1414977
3592,Maruti,2018,720000,15000,Diesel,Individual,Manual,First Owner,1148791
3593,Maruti,2009,110000,30000,Petrol,Individual,Manual,Second Owner,115583
3594,Mahindra,2014,600000,100000,Diesel,Individual,Manual,Second Owner,863082
3595,Mahindra,2009,275000,155000,Diesel,Individual,Automatic,Third Owner,467148
3596,Land,2012,2349000,149000,Diesel,Individual,Automatic,Second Owner,3908810
3597,Hyundai,2017,740000,60000,Diesel,Individual,Manual,First Owner,1098582
3598,Maruti,2017,800000,90000,Diesel,Individual,Manual,First Owner,1149880
3599,Hyundai,2019,1100000,100000,Diesel,Individual,Manual,First Owner,1680669
3600,BMW,2012,750000,100000,Diesel,Individual,Automatic,Second Owner,1079675
3601,Maruti,2012,200000,90000,Petrol,Individual,Manual,Second Owner,213546
3602,Tata,2009,210000,75000,Diesel,Individual,Manual,First Owner,313760
3603,Maruti,2009,270000,120000,Diesel,Individual,Manual,Second Owner,324000
3604,Toyota,2016,630000,90000,Diesel,Individual,Manual,Second Owner,858395
3605,Hyundai,2015,375000,55000,Petrol,Individual,Manual,First Owner,459371
3606,Mahindra,2010,300000,70000,Diesel,Individual,Manual,First Owner,360000
3607,Mahindra,2016,580000,95000,Diesel,Individual,Manual,Second Owner,828501
3608,Hyundai,2014,550000,50000,Diesel,Individual,Manual,First Owner,821626
3609,Maruti,2016,750000,50000,Diesel,Individual,Manual,First Owner,1141455
3610,Maruti,2014,250000,60516,Petrol,Individual,Manual,First Owner,300000
3611,Hyundai,2012,434999,235000,Diesel,Individual,Manual,Second Owner,500578
3612,Mercedes-Benz,2007,900000,76731,Diesel,Dealer,Automatic,First Owner,1441964
3613,Maruti,2016,685000,64000,Diesel,Dealer,Manual,First Owner,1126282
3614,Maruti,2014,540000,65000,Diesel,Dealer,Manual,First Owner,886522
3615,Honda,2018,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,1866516
3616,Ford,2014,610000,77000,Diesel,Dealer,Manual,First Owner,1025840
3617,Hyundai,2011,254999,24000,Petrol,Dealer,Manual,First Owner,381253
3618,Nissan,2014,280000,63840,Petrol,Dealer,Manual,First Owner,394192
3619,Tata,2017,370000,25000,Petrol,Individual,Manual,First Owner,526187
3620,Tata,2011,459999,76400,Diesel,Individual,Manual,Second Owner,558694
3621,Maruti,1998,42000,70000,Petrol,Individual,Manual,Third Owner,72636
3622,Maruti,1998,42000,70000,Petrol,Individual,Manual,Third Owner,50400
3623,Fiat,2011,190000,80000,Diesel,Individual,Manual,Third Owner,292841
3624,Fiat,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,230699
3625,Ford,2017,710000,40000,Diesel,Individual,Manual,First Owner,1076117
3626,Hyundai,2018,1200000,15000,Petrol,Individual,Manual,First Owner,1985170
3627,Maruti,2011,229999,70000,Petrol,Individual,Manual,First Owner,275998
3628,Renault,2018,310000,15000,Petrol,Individual,Manual,First Owner,372000
3629,Maruti,2015,320000,40000,Petrol,Individual,Manual,First Owner,511454
3630,Maruti,2006,100000,54000,Petrol,Individual,Manual,First Owner,120000
3631,Hyundai,2009,160000,90000,Diesel,Individual,Manual,First Owner,181917
3632,Maruti,2007,60000,52000,Petrol,Individual,Manual,First Owner,100534
3633,Tata,2012,100000,200000,Diesel,Individual,Manual,Third Owner,105374
3634,Chevrolet,2016,350000,35000,Diesel,Individual,Manual,Second Owner,568271
3635,Renault,2017,700000,60000,Diesel,Individual,Manual,First Owner,939388
3636,Maruti,2017,300000,31489,Petrol,Individual,Manual,First Owner,517070
3637,Hyundai,2018,830000,40000,Diesel,Individual,Manual,First Owner,1393508
3638,Mahindra,2013,220000,110000,Diesel,Individual,Manual,First Owner,281850
3639,Tata,2009,130000,50000,Diesel,Individual,Manual,First Owner,205395
3640,Hyundai,2012,330000,44000,Petrol,Individual,Manual,First Owner,513170
3641,Honda,2010,254999,90000,Petrol,Individual,Manual,Second Owner,305998
3642,Hyundai,2014,600000,50000,Petrol,Individual,Manual,Second Owner,827334
3643,Hyundai,2012,210000,50000,Petrol,Individual,Manual,First Owner,252000
3644,Maruti,2007,120000,81366,Petrol,Individual,Manual,First Owner,144000
3645,Maruti,2006,95000,110000,Petrol,Individual,Manual,First Owner,114000
3646,Toyota,2006,229999,300000,Diesel,Individual,Manual,First Owner,275998
3647,Hyundai,2010,229999,70000,Petrol,Individual,Manual,First Owner,335501
3648,Hyundai,2013,400000,100000,Diesel,Individual,Manual,First Owner,634995
3649,Maruti,2005,300000,70000,Petrol,Individual,Manual,Second Owner,399832
3650,Ford,2013,300000,50000,Diesel,Individual,Manual,First Owner,351342
3651,Ford,2009,80000,180000,Diesel,Individual,Manual,Second Owner,96000
3652,Maruti,2008,80000,50000,Petrol,Individual,Manual,Second Owner,86647
3653,Maruti,2007,100000,90000,Petrol,Individual,Manual,Second Owner,120000
3654,Tata,2012,300000,110000,Diesel,Individual,Manual,First Owner,444291
3655,Maruti,2018,700000,26000,Petrol,Individual,Automatic,First Owner,972981
3656,Maruti,2016,975000,65000,Diesel,Individual,Manual,First Owner,1677145
3657,Chevrolet,2009,500000,130000,Diesel,Individual,Manual,First Owner,805035
3658,Renault,2013,550000,75000,Diesel,Individual,Manual,Second Owner,784097
3659,Nissan,2014,550000,110000,Diesel,Individual,Manual,Second Owner,780839
3660,Maruti,2014,240000,50000,Petrol,Individual,Manual,First Owner,288000
3661,Maruti,1997,50000,80000,Petrol,Individual,Manual,Second Owner,60000
3662,Tata,2009,120000,80000,Petrol,Individual,Manual,Second Owner,122096
3663,Maruti,2013,900000,60000,Petrol,Individual,Manual,Second Owner,1522029
3664,Honda,2009,250000,90000,Petrol,Individual,Manual,Second Owner,300000
3665,Renault,2017,280000,36000,Petrol,Individual,Manual,First Owner,336000
3666,Tata,2010,85000,87000,Diesel,Individual,Manual,First Owner,102000
3667,Tata,2011,90000,80000,Diesel,Individual,Manual,First Owner,108000
3668,Chevrolet,2015,500000,50000,Diesel,Individual,Manual,First Owner,720762
3669,Maruti,2013,200000,60000,Petrol,Individual,Manual,First Owner,287846
3670,Renault,2015,250000,50000,Petrol,Individual,Manual,First Owner,300000
3671,Maruti,2014,185000,40000,Diesel,Individual,Manual,Third Owner,215091
3672,Hyundai,2008,100000,60000,Petrol,Individual,Manual,Second Owner,115776
3673,Toyota,2015,610000,55000,Diesel,Individual,Manual,First Owner,916631
3674,Mahindra,2012,290000,80000,Diesel,Individual,Manual,First Owner,403646
3675,Mahindra,2012,300000,295000,Diesel,Individual,Manual,First Owner,515213
3676,Hyundai,2015,225000,80000,Petrol,Individual,Manual,First Owner,270000
3677,Maruti,2017,320000,50000,Petrol,Individual,Manual,Second Owner,384000
3678,Tata,2012,135000,158000,Diesel,Individual,Manual,Third Owner,162000
3679,Toyota,2006,400000,400000,Diesel,Individual,Manual,Third Owner,579220
3680,Maruti,2016,400000,25000,Petrol,Individual,Manual,First Owner,567712
3681,Hyundai,2017,570000,35000,Petrol,Individual,Manual,First Owner,751280
3682,Maruti,2018,500000,12000,Petrol,Individual,Manual,First Owner,685621
3683,Maruti,2015,130000,70000,Petrol,Individual,Manual,First Owner,156000
3684,Tata,2018,360000,4000,Petrol,Individual,Manual,First Owner,556587
3685,Ford,2017,530000,10832,Petrol,Dealer,Manual,First Owner,812467
3686,Hyundai,2009,250000,50000,Petrol,Individual,Manual,First Owner,300000
3687,Nissan,2016,600000,19495,Petrol,Dealer,Manual,First Owner,759039
3688,Renault,2013,570000,62668,Diesel,Dealer,Manual,First Owner,899351
3689,Mahindra,2013,850000,85710,Diesel,Dealer,Manual,First Owner,1290423
3690,Ford,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,300000
3691,Ford,2014,580000,63356,Diesel,Dealer,Manual,Second Owner,841416
3692,Toyota,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,2790188
3693,Chevrolet,2010,180000,15000,Petrol,Individual,Manual,First Owner,225701
3694,Tata,2017,300000,50000,Petrol,Individual,Manual,First Owner,368631
3695,Toyota,2012,269000,70000,Petrol,Individual,Manual,Second Owner,384454
